заголовок,movieId,title,id,genres,cast,vote_average,director,keywords,title_key,title_ru,directors_x1,directors_x2,directors_cluster,genre_x1,genre_x2,genre_x3,genre_cluster,cast_x1,cast_x2,cast_cluster,keywords_x1,keywords_x2,keywords_cluster
 Американские граффити (1973),3363,American Graffiti (1973),838,"['Comedy', 'Drama']","['CharlesMartinSmith', 'PaulLeMat', 'RichardDreyfuss', 'RonHoward']",6.9,George Lucas,"['airplane', 'car', 'carbreakdown', 'carrace', 'child', 'farewell', 'loveatfirstsight', 'radio', 'radiopresenter', 'radiostation', 'robbery', 'rockandroll', 'vandalism']",americangraffiti,,6.6667147,-4.159086,1,-19.51495,10.796431,3.1497498,16,0.045912858,7.1656475,21,6.2094173,9.959537,1
 Джон Кеннеди (1991),3386,JFK (1991),820,"['Drama', 'History', 'Thriller']","['GaryOldman', 'KevinBacon', 'KevinCostner', 'TommyLeeJones']",7.5,Oliver Stone,"['assassination', 'cia', 'conspiracy', 'death', 'government', 'historicalfigure', 'homophobia', 'investigation', 'johnf.kennedy', 'kennedyassassination', 'neworleans', 'president', 'vietnamwar']",jfk,,2.8688955,31.426086,0,8.687309,3.6319034,6.670203,19,0.056765713,7.3147497,21,10.122874,14.018517,1
 Шанхайский сюрприз (1986),3390,Shanghai Surprise (1986),58048,['Adventure'],"['Madonna', 'PaulFreeman', 'RichardGriffiths', 'SeanPenn']",2.9,Jim Goddard,[''],shanghaisurprise,,7.186523,5.7504663,1,1.8521273,-2.6358848,-2.724853,12,0.73684394,5.179713,1,-7.799057,-11.326392,0
 Поднимите Титаник (1980),3403,Raise the Titanic (1980),24575,"['Action', 'Drama', 'Thriller']","['AnneArcher', 'DavidSelby', 'M.EmmetWalsh', 'RichardJordan']",5.2,Jerry Jameson,[''],raisethetitanic,,7.977217,6.122968,1,14.045107,6.6068463,1.4919333,19,0.13201371,7.248383,21,-7.799057,-11.326392,0
 Эрин Брокович (2000),3408,Erin Brockovich (2000),462,['Drama'],"['AaronEckhart', 'AlbertFinney', 'JuliaRoberts', 'MargHelgenberger']",7.1,Steven Soderbergh,"['basedontruestory', 'biography', 'environmentallaw', 'singlemother', 'waterpollution']",erinbrockovich,,1.0825554,12.351878,0,-15.337273,18.879065,14.114953,2,0.119245335,7.2894087,21,-18.098392,-2.3297825,0
 Конечный пункт назначения (2000),3409,Final Destination (2000),9532,['Horror'],"['AliLarter', 'DevonSawa', 'KerrSmith', 'TonyTodd']",6.4,James Wong,"['airplaneaccident', 'corpse', 'death', 'near-deathexperience', 'omen']",finaldestination,,11.444459,9.534936,1,0.8092462,-3.7382936,4.0298777,12,0.08669105,7.3714046,21,2.8108006,6.846528,1
 Дом животных (1978),3421,Animal House (1978),8469,['Comedy'],"['JohnBelushi', 'JohnVernon', 'TimMatheson', 'VernaBloom']",7.0,John Landis,"['1960s', 'anarchiccomedy', 'college', 'collegefreshman', 'dean', 'fraternity', 'fraternityhouse', 'grossoutcomedy', 'nudity', 'probation', 'sex']",animalhouse,,1.1148934,5.602429,0,-12.003901,15.815363,-13.065905,3,0.060901884,7.2413077,21,15.259928,-8.072059,1
 Она должна это получить (1986),3422,She's Gotta Have It (1986),27995,"['Comedy', 'Romance']","['JohnCanadaTerrell', 'SpikeLee', 'TommyRedmondHicks', 'TracyCamillaJohns']",6.1,Spike Lee,"['independentfilm', 'lesbian']",she'sgottahaveit,,9.429764,0.9283945,1,-9.254191,-20.254225,2.5438378,14,0.121412516,7.1610103,21,10.853323,-18.828167,1
 Школьное изумление (1988),3423,School Daze (1988),36739,"['Comedy', 'Drama']","['GiancarloEsposito', 'LaurenceFishburne', 'SamuelL.Jackson', 'TishaCampbell-Martin']",6.2,Spike Lee,['musical'],schooldaze,,9.427684,0.9315764,1,-19.51495,10.796431,3.1497498,16,0.05622573,7.433319,21,12.775202,-29.174381,1
 Делай правильные вещи (1989),3424,Do the Right Thing (1989),925,['Drama'],"['DannyAiello', 'OssieDavis', 'RichardEdson', 'RubyDee']",7.6,Spike Lee,"['blackpeople', 'chaos', 'cultureclash', 'heat', 'hiphopculture', 'italo-american', 'money', 'pizza', 'pizzeria', 'policebrutality', 'policeoperation', 'punk', 'racism', 'radiotransmission', 'restaurantcritic', 'streetwar', 'sunglasses']",dotherightthing,,9.422146,0.9331305,1,-15.337273,18.879065,14.114953,2,0.058297463,7.130879,21,8.935723,3.0136065,1
 Мо 'Лучший блюз (1990),3425,Mo' Better Blues (1990),41823,"['Drama', 'Romance']","['DenzelWashington', 'GiancarloEsposito', 'SpikeLee', 'WesleySnipes']",6.3,Spike Lee,['musical'],mo'betterblues,,9.439538,0.91993403,1,-9.358015,-13.215299,13.59973,13,0.06823965,7.2767797,21,12.775202,-29.174381,1
 Черепашки-ниндзя-подростки-мутанты 2: Тайна слизи (1991),3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1497,"['Action', 'Adventure', 'Comedy', 'Family', 'ScienceFiction']","['DavidWarner', 'LeifTilden', 'MichelanSisti', 'PaigeTurco']",5.8,Michael Pressman,"['crimefighter', 'fight', 'mutant', 'newyorkcity', 'ninja', 'reporter', 'turtle']",teenagemutantninjaturtlesii:thesecretoftheooze,,3.826518,8.444098,0,12.777598,1.7990296,-9.896184,1,0.056439295,7.341812,21,12.813913,2.8222704,1
 Черепашки-ниндзя III (1993),3440,Teenage Mutant Ninja Turtles III (1993),1499,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']","['PaigeTurco', 'SabShimono', 'StuartWilson', 'VivianWu']",5.1,Stuart Gillard,"['japan', 'ninja', 'timetravel']",teenagemutantninjaturtlesiii,,5.6950264,4.857947,1,12.439093,0.7383246,-9.380816,1,0.02440947,7.1739974,21,-23.419552,-3.010348,0
 Кровавый спорт (1988),3444,Bloodsport (1988),11690,['Action'],"['BoloYeung', 'Jean-ClaudeVanDamme', 'PhilipChanYan-Kin', 'RoyChiao']",6.6,Newt Arnold,"['biography', 'hongkong', 'martialarts', 'mixedmartialarts', 'sensei', 'sport']",bloodsport,,4.111968,0.8703525,1,2.2859414,1.4985195,0.48296547,12,0.08001505,7.310887,21,1.3913178,-14.481712,1
" Доброе утро, Вьетнам (1987)",3448,"Good Morning, Vietnam (1987)",801,"['Comedy', 'Drama', 'War']","['ChintaraSukapatana', 'ForestWhitaker', 'RobinWilliams', 'TungThanhTran']",7.1,Barry Levinson,"['cynic', 'dyinganddeath', 'entertainer', 'explosive', 'gi', 'humor', 'provocation', 'radio', 'radiopresenter', 'radiostation', 'rightandjustice', 'rockandroll', 'saigon', 'u.s.airforce', 'vietcong', 'vietnamwar', 'warcrimes']","goodmorning,vietnam",,3.0986583,30.34082,0,-4.03778,-6.1924906,-0.477292,0,0.12067662,7.3309627,21,-9.15501,10.155958,0
 Ромео должен умереть (2000),3452,Romeo Must Die (2000),2085,"['Action', 'Crime', 'Thriller']","['Aaliyah', 'IsaiahWashington', 'JetLi', 'RussellWong']",6.0,Andrzej Bartkowiak,"['asian', 'asianlead', 'asianman', 'hip-hop', 'martialarts', 'oakland']",romeomustdie,,4.0223613,8.017287,0,14.578308,2.1465719,1.7772398,15,0.0025850104,7.204934,21,-25.540846,1.0251997,0
" Здесь, на Земле (2000)",3453,Here on Earth (2000),13539,['Romance'],"['ChrisKlein', 'JoshHartnett', 'LeeleeSobieski', 'MichaelRooker']",5.4,Mark Piznarski,"['carrace', 'diner', 'privateschool']",hereonearth,,4.5667076,8.555061,0,-6.780096,-14.433755,10.409266,13,0.06809156,7.230247,21,-8.277008,-3.2451272,0
 Чего бы это ни стоило (2000),3454,Whatever It Takes (2000),16222,"['Comedy', 'Drama', 'Romance']","['JamesFranco', 'JodiLynOKeefe', 'MarlaSokoloff', 'ShaneWest']",5.0,David Raynr,[''],whateverittakes,,3.3881195,9.857483,0,-11.609255,-11.696262,6.3907685,7,0.015416523,7.321327,21,-7.799057,-11.326392,0
 Современные времена (1936),3462,Modern Times (1936),3082,"['Comedy', 'Drama']","['CharlieChaplin', 'HenryBergman', 'PauletteGoddard', 'TinySandford']",8.1,Charlie Chaplin,"['ambulance', 'factory', 'greatdepression', 'guilty', 'industrialrevolution', 'invention', 'machine', 'pardon', 'slapstick', 'tramp']",moderntimes,,9.472146,0.88323134,1,-19.51495,10.796431,3.1497498,16,-0.06735582,7.22546,21,9.604073,4.1478486,1
 Хад (1963),3467,Hud (1963),24748,"['Action', 'Drama', 'Western']","['BrandonDeWilde', 'MelvynDouglas', 'PatriciaNeal', 'PaulNewman']",7.5,Martin Ritt,"['alcoholism', 'rancher', 'ranchers', 'rebelliousyouth']",hud,,4.3705835,11.622355,0,-1.699598,-8.899953,-3.2172456,0,-0.032680165,7.1926274,21,-25.649551,-0.8851247,0
 Близкие контакты третьего рода (1977),3471,Close Encounters of the Third Kind (1977),840,"['Drama', 'ScienceFiction']","['FrançoisTruffaut', 'MelindaDillon', 'RichardDreyfuss', 'TeriGarr']",7.2,Steven Spielberg,"['alien', 'beguilement', 'blackout', 'contact', 'escapade', 'evacuation', 'exchange', 'extraterrestrialtechnology', 'flyingsaucer', 'indiana', 'lifeturnedupsidedown', 'light', 'missingperson', 'mothership', 'obsession', 'obsessivequest', 'secretbase', 'ufo', 'vision']",closeencountersofthethirdkind,,-14.966652,5.672007,0,11.63568,9.514901,8.135806,19,-0.019102959,7.3415823,21,7.5298386,7.0211143,1
 Ледихок (1985),3479,Ladyhawke (1985),526,"['Adventure', 'Drama', 'Fantasy', 'Romance']","['AlfredMolina', 'MatthewBroderick', 'MichellePfeiffer', 'RutgerHauer']",6.8,Richard Donner,"['bishop', 'cathedral', 'falcon', 'monk', 'moon', 'solareclipse', 'swordplay', 'thief', 'twilight']",ladyhawke,,13.315105,6.4874105,1,-5.011068,-15.739267,7.1171045,13,0.04005498,7.1436915,21,8.491146,4.948084,1
 Высокая точность (2000),3481,High Fidelity (2000),243,"['Comedy', 'Drama', 'Music', 'Romance']","['IbenHjejle', 'JackBlack', 'JohnCusack', 'ToddLouiso']",7.0,Stephen Frears,"['brucefrederickjosephspringsteen', 'chicago', 'discjockey', 'musicrecord', 'pop', 'recordcollection', 'recordstore', 'rockandroll', 'soul']",highfidelity,,2.0592158,11.758824,0,-11.270631,-13.118897,6.5576577,7,0.038565435,7.2717385,21,-0.62993467,-7.871751,1
 Крюк (1991),3489,Hook (1991),879,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['BobHoskins', 'DustinHoffman', 'JuliaRoberts', 'RobinWilliams']",6.6,Steven Spielberg,"['daughter', 'fairy-talefigure', 'fantasy', 'flying', 'peterpan', 'rescue', 'sword', 'swordplay']",hook,,-14.955409,5.6835394,0,-0.25962782,-8.307174,-15.661425,18,-0.011982816,7.290231,21,11.878862,7.802272,1
 Сеть (1976),3504,Network (1976),10774,['Drama'],"['FayeDunaway', 'PeterFinch', 'RobertDuvall', 'WilliamHolden']",7.7,Sidney Lumet,"['adultery', 'anchor', 'co-worker', 'corporate', 'corruption', 'fired', 'meeting', 'murder', 'network', 'news', 'nudity', 'power', 'profit', 'rant', 'reporter', 'sex', 'structure', 'television', 'tvratings']",network,,3.8506286,13.591748,0,-15.337273,18.879065,14.114953,2,0.028896555,7.3163576,21,13.209652,7.372694,1
 Частота (2000 г.),3510,Frequency (2000),10559,"['Crime', 'Drama', 'ScienceFiction', 'Thriller']","['AndreBraugher', 'DennisQuaid', 'ElizabethMitchell', 'JimCaviezel']",7.0,Gregory Hoblit,"['alteringhistory', 'amateurradio', 'auroraborealis', 'baseball', 'crime', 'detective', 'escape', 'explosion', 'familyrelationships', 'father', 'firemen', 'flashback', 'future', 'history', 'investigation', 'mother', 'murder', 'newyork', 'paranormal', 'phenomenon', 'raceagainsttime', 'radio', 'rescue', 'time']",frequency,,2.0199394,12.093332,0,13.523081,6.8323193,5.0008545,19,0.05299414,7.2520466,21,17.843365,8.232434,1
 Готов к грохоту (2000),3511,Ready to Rumble (2000),20697,"['Action', 'Comedy', 'Drama']","['DavidArquette', 'OliverPlatt', 'RoseMcGowan', 'ScottCaan']",4.7,Brian Robbins,"['sport', 'wrestling']",readytorumble,,10.584727,22.075966,0,-12.714239,4.3939214,-2.5844939,11,0.026692906,7.28167,21,15.067017,-14.272989,1
 Вернись ко мне (2000),3512,Return to Me (2000),2621,"['Comedy', 'Drama', 'Romance']","['CarrollOConnor', 'DavidDuchovny', 'MinnieDriver', 'RobertLoggia']",6.1,Bonnie Hunt,"['loveofoneslife', 'transplantation', 'veterinarian', 'womandirector']",returntome,,6.476676,8.399563,0,-11.609255,-11.696262,6.3907685,7,-0.04149581,7.3114243,21,-25.649551,-0.8851247,0
 Force 10 из Навароне (1978),3519,Force 10 from Navarone (1978),17339,"['Action', 'Adventure', 'Thriller', 'War']","['BarbaraBach', 'EdwardFox', 'HarrisonFord', 'RobertShaw']",6.4,Guy Hamilton,"['battle', 'blood', 'bridge', 'colonel', 'gun', 'keithmallory', 'major', 'nazis', 'partisan', 'sergeant', 'taskforce', 'traitor', 'woman']",force10fromnavarone,,0.6507091,4.0821943,0,14.529943,-5.1577096,0.8757221,15,0.020963067,7.3343797,21,18.30265,4.1971927,1
 Хищник (1987),3527,Predator (1987),106,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['ArnoldSchwarzenegger', 'BillDuke', 'CarlWeathers', 'ElpidiaCarrillo']",7.3,John McTiernan,"['3d', 'alien', 'centralandsouthamerica', 'commando', 'invisible', 'predator', 'stalking']",predator,,2.1929054,6.463236,0,18.625187,3.8709693,-1.306999,17,-0.06277196,7.345097,21,14.1875515,1.3627952,1
 28 дней (2000),3534,28 Days (2000),10468,"['Comedy', 'Drama']","['DominicWest', 'ElizabethPerkins', 'SandraBullock', 'ViggoMortensen']",6.0,Betty Thomas,"['alcoholism', 'carcrash', 'urteil', 'wedding', 'withdrawal', 'womandirector']",28days,,6.89118,8.372644,0,-19.51495,10.796431,3.1497498,16,-0.021843174,7.438007,21,-4.776204,0.8012477,0
 Американский психопат (2000),3535,American Psycho (2000),1359,"['Crime', 'Drama', 'Thriller']","['ChristianBale', 'JaredLeto', 'JoshLucas', 'WillemDafoe']",7.3,Mary Harron,"['basedonnovel', 'childofdivorce', 'harvardbusinessschool', 'psychopath', 'unreliablenarrator', 'voiceimitation', 'wallstreet', 'whitecollar', 'womandirector']",americanpsycho,,1.9912182,6.6048408,0,11.454601,6.207516,4.13468,19,0.0044414476,7.3358936,21,-23.792515,2.1947756,0
 Сохраняя веру (2000),3536,Keeping the Faith (2000),4967,['Comedy'],"['AnneBancroft', 'BenStiller', 'EdwardNorton', 'JennaElfman']",5.9,Edward Norton,"['catholicism', 'lovetriangle', 'priest', 'rabbi']",keepingthefaith,,0.775614,4.420771,0,-12.003901,15.815363,-13.065905,3,-0.033090733,7.272233,21,9.778497,-7.1962104,1
Восток есть Восток (1999),3538,East is East (1999),10557,['Comedy'],"['IanAspinall', 'JimiMistry', 'LindaBassett', 'OmPuri']",6.5,Damien O'Donnell,"['culturaldifference', 'cultureclash', 'daughter', 'faith', 'fathersonrelationship', 'hippie', 'integration', 'islam', 'jealousy', 'modernsociety', 'muslim', 'pakistani', 'religiouseducation', 'tradition']",eastiseast,,5.3578453,7.8732467,0,-12.003901,15.815363,-13.065905,3,0.011290899,7.4051676,21,2.8195353,3.2288563,1
 Закусочная (1982),3543,Diner (1982),13776,"['Comedy', 'Drama']","['DanielStern', 'KevinBacon', 'MickeyRourke', 'SteveGuttenberg']",6.9,Barry Levinson,"['1950s', 'baltimoremaryland', 'diner', 'fakeaccident', 'gamblingdebt', 'twentysomething']",diner,,3.0853527,30.315092,0,-19.51495,10.796431,3.1497498,16,-0.0124742,7.338575,21,-2.759607,-2.9889762,0
 Кэддишак (1980),3552,Caddyshack (1980),11977,['Comedy'],"['ChevyChase', 'MichaelOKeefe', 'RodneyDangerfield', 'TedKnight']",6.6,Harold Ramis,"['golf', 'golfcourse', 'gopher', 'sport', 'underwear']",caddyshack,,3.8399198,0.5942967,1,-12.003901,15.815363,-13.065905,3,-0.12622628,7.3475623,21,12.605053,-7.014416,1
 Сплетня (2000),3553,Gossip (2000),18041,"['Drama', 'Mystery', 'Thriller']","['JamesMarsden', 'JoshuaJackson', 'KateHudson', 'LenaHeadey']",5.5,Davis Guggenheim,"['college', 'gossip', 'rumor', 'socialexperiment', 'suspense']",gossip,,3.6755898,8.583657,0,14.424889,5.6083474,5.3987947,19,-0.10630415,7.324721,21,4.7662973,-4.869439,1
 Ю-571 (2000),3555,U-571 (2000),3536,"['Action', 'Drama', 'Thriller', 'War']","['BillPaxton', 'HarveyKeitel', 'JonBonJovi', 'MatthewMcConaughey']",6.1,Jonathan Mostow,"['mission', 'northatlantic', 'submarine', 'worldwarii']",u-571,,1.6495111,11.017737,0,11.979584,-1.5421629,3.0453048,15,-0.0397779,7.3107233,21,13.027057,5.1346636,1
 Где сердце (2000),3565,Where the Heart Is (2000),10564,"['Comedy', 'Drama', 'Romance']","['AshleyJudd', 'JoanCusack', 'NataliePortman', 'StockardChanning']",6.9,Matt Williams,"['baby', 'california', 'change', 'oklahoma', 'pregnancyandbirth', 'pregnantminor', 'startingover', 'supermarket', 'teenagepregnancy', 'tennessee', 'unwillinglypregnant']",wheretheheartis,,8.532414,1.4592104,1,-11.609255,-11.696262,6.3907685,7,-0.122724794,7.2717013,21,-5.2898874,7.8756933,0
 Торговля людьми (1999),3581,Human Traffic (1999),11129,"['Comedy', 'Drama']","['DannyDyer', 'JohnSimm', 'LorrainePilkington', 'ShaunParkes']",6.8,Justin Kerrigan,"['alcoholabuse', 'boredom', 'drug', 'fashion', 'fastfoodrestaurant', 'groupoffriends', 'party', 'relationship', 'relationshipproblems', 'salesclerk', 'sex']",humantraffic,,4.695625,6.6814756,0,-19.51495,10.796431,3.1497498,16,-0.043538217,7.413079,21,9.630982,2.8097634,1
 Поле битвы Земля (2000),3593,Battlefield Earth (2000),5491,"['Action', 'ScienceFiction', 'War']","['BarryPepper', 'ForestWhitaker', 'JohnTravolta', 'KimCoates']",3.0,Roger Christian,"['alieninvasion', 'basedonnovel', 'bureaucrat', 'cavemen', 'cityruin', 'dystopia', 'fighterjet', 'mining', 'post-apocalyptic', 'scientology']",battlefieldearth,,2.7996676,10.213596,0,11.852777,-4.5971136,3.038485,15,-0.14395946,7.24454,21,-17.716692,-1.2181361,0
 Центральная сцена (2000),3594,Center Stage (2000),10560,"['Drama', 'Music']","['AmandaSchull', 'PeterGallagher', 'SusanMayPratt', 'ZoeSaldana']",6.8,Nicholas Hytner,"['ball', 'ballet', 'balletdancer', 'career', 'competition', 'dance', 'dancer', 'danceteacher', 'entranceexamination', 'music', 'newyork']",centerstage,,5.177139,8.522522,0,-10.193313,3.8683143,10.082198,6,-0.15385571,7.2786703,21,10.275416,8.564749,1
 Облажался (2000),3596,Screwed (2000),19419,"['Action', 'Comedy']","['DannyDeVito', 'DaveChappelle', 'ElaineStritch', 'NormMacdonald']",4.9,Scott Alexander,[''],screwed,,1.9939138,8.519405,0,-12.624798,8.190233,-15.790708,3,-0.04927293,7.331081,21,-7.799057,-11.326392,0
 Взбитые (2000),3597,Whipped (2000),23531,"['Comedy', 'Romance']","['AmandaPeet', 'BrianVanHolt', 'JonathanAbrahams', 'ZorieBarber']",3.1,Peter M. Cohen,"['dating', 'diner', 'independentfilm', 'masturbation']",whipped,,20.996758,16.068789,1,-9.254191,-20.254225,2.5438378,14,-0.1447966,7.372886,21,9.355265,-7.9704494,1
 Динозавр (2000),3615,Dinosaur (2000),10567,"['Animation', 'Family']","['AlfreWoodard', 'D.B.Sweeney', 'MaxCasella', 'OssieDavis']",6.2,Ralph Zondag,"['animation', 'asteroid', 'cataclysm', 'comet', 'dinosaur', 'leader', 'lemur', 'nestinggrounds', 'prehistoric', 'prehistoricadventure', 'prehistoriccreature', 'prehistoricegg', 'prehistorictimes']",dinosaur,,4.673965,10.048564,0,2.5462322,-7.071206,-14.31742,18,-0.08989273,7.355736,21,4.002308,12.777817,1
 Поездка (2000),3617,Road Trip (2000),9285,"['Adventure', 'Comedy']","['AmySmart', 'BreckinMeyer', 'PauloCostanzo', 'SeannWilliamScott']",5.9,Todd Phillips,"['blonde', 'crosscountry', 'dormroom', 'erection', 'femalenudity', 'horniness', 'losingmoney', 'malevirgin', 'political', 'politicallyincorrect', 'potsmoking', 'roadtrip', 'schoolbus', 'sex', 'sexism', 'sextape', 'sorority', 'spermbank', 'spermdonor', 'stoner', 'teenmovie', 'teensexcomedy', 'youngadult']",roadtrip,,9.357284,6.2409906,1,-10.186315,8.263575,-15.246918,3,-0.1622997,7.314516,21,-8.673207,9.62832,0
 Мелкие мошенники (2000),3618,Small Time Crooks (2000),10569,"['Action', 'Comedy', 'Crime']","['CarolynSaxon', 'MichaelRapaport', 'TraceyUllman', 'WoodyAllen']",6.4,Woody Allen,"['bank', 'bankrobber', 'bankrobbery', 'hoodlum', 'independentfilm', 'keks', 'pizza', 'pizzeria', 'restaurant', 'roleofwomen', 'wife']",smalltimecrooks,,-12.169108,-2.5939412,0,-3.2639823,-5.737108,-10.846434,5,-0.14819151,7.383596,21,10.039929,-5.2037477,1
 Миссия: невыполнима 2 (2000),3623,Mission: Impossible II (2000),955,"['Action', 'Adventure', 'Thriller']","['DougrayScott', 'ThandieNewton', 'TomCruise', 'VingRhames']",5.9,John Woo,"['agent', 'car', 'cia', 'computer', 'duel', 'dyinganddeath', 'ex-lover', 'helicopter', 'island', 'lethalvirus', 'rescueteam', 'researchlaboratory', 'secretagent', 'secretidentity', 'secretmission', 'skyscraper', 'spain', 'terror', 'undercover', 'violence']",mission:impossibleii,,11.480538,9.547183,1,17.111319,2.298493,-2.1201468,17,-0.11493611,7.4135733,21,19.977037,4.611603,1
 Шанхайский полдень (2000),3624,Shanghai Noon (2000),8584,"['Action', 'Adventure', 'Comedy', 'Western']","['JackieChan', 'LucyLiu', 'OwenWilson', 'XanderBerkeley']",6.2,Tom Dey,"['19thcentury', 'chinese', 'cowboy', 'duringcreditsstinger', 'nativeamerican', 'princess', 'rescue', 'sioux', 'travel']",shanghainoon,,4.8466306,7.098487,0,-2.867753,-10.072745,-15.908323,18,-0.22998004,7.247264,21,7.233925,3.4873228,1
